id_inmueble,fuente,barrio,precio_cop,area_m2,habitaciones,banos,precio_x_m2
ANUTI-39315,Anutibara,CABAÑAS,2400000,140,4,2,17142.85714285714
ANUTI-36428,Anutibara,CABAÑAS,1800000,80,3,2,22500.0
ANUTI-39312,Anutibara,CAICEDO,900000,32,1,1,28125.0
ANUTI-34932,Anutibara,CAICEDO,950000,57,4,1,16666.666666666668
ANUTI-39418,Anutibara,CALASANZ,2000000,74,3,2,27027.027027027027
ANUTI-38609,Anutibara,CALASANZ,1750000,50,2,2,35000.0
ANUTI-39394,Anutibara,CALASANZ,2500000,47,2,2,53191.48936170213
ANUTI-39008,Anutibara,CALASANZ,900000,20,0,1,45000.0
ANUTI-38538,Anutibara,CALASANZ,800000,35,0,1,22857.14285714286
ANUTI-27580,Anutibara,CAMPO AMOR,850000,60,2,1,14166.666666666666
ANUTI-35263,Anutibara,CAMPO VALDES,1300000,84,2,1,15476.190476190477
ANUTI-12806,Anutibara,CAMPO VALDES,1500000,55,2,1,27272.727272727272
ANUTI-22815,Anutibara,CAMPO VALDES,1500000,73,2,2,20547.945205479453
ANUTI-39325,Anutibara,CAMPO VALDES,800000,55,1,1,14545.454545454546
ANUTI-34336,Anutibara,CAMPO VALDES,900000,40,1,1,22500.0
ANUTI-15014,Anutibara,CAMPO VALDES,1500000,78,3,2,19230.76923076923
ANUTI-12255,Anutibara,CAMPO VALDES,900000,30,2,1,30000.0
ANUTI-37510,Anutibara,CAMPO VALDES,1100000,30,0,1,36666.666666666664
ANUTI-15545,Anutibara,CASTELLANA,3500000,105,3,2,33333.333333333336
ANUTI-39398,Anutibara,CASTILLA,2400000,116,3,1,20689.655172413793
ANUTI-39397,Anutibara,CASTILLA,650000,35,1,1,18571.428571428572
ANUTI-30869,Anutibara,CASTILLA,750000,45,2,1,16666.666666666668
ANUTI-39064,Anutibara,CASTILLA,850000,50,1,1,17000.0
ANUTI-19280,Anutibara,CASTILLA,1800000,99,3,2,18181.81818181818
ANUTI-30878,Anutibara,CASTILLA,1100000,40,1,1,27500.0
ANUTI-23391,Anutibara,CENTRO,1000000,60,2,2,16666.666666666668
ANUTI-38075,Anutibara,CENTRO,1250000,45,1,1,27777.777777777777
ANUTI-39335,Anutibara,CENTRO,3000000,94,2,2,31914.893617021276
ANUTI-39321,Anutibara,CENTRO,1260000,40,1,1,31500.0
ANUTI-39306,Anutibara,CENTRO,1000000,35,0,1,28571.428571428572
ANUTI-38783,Anutibara,CENTRO,1900000,60,2,2,31666.666666666668
ANUTI-39291,Anutibara,CENTRO,3000000,200,5,3,15000.0
ANUTI-39238,Anutibara,CENTRO,2230000,74,2,1,30135.135135135137
ANUTI-39225,Anutibara,CENTRO,2500000,150,3,3,16666.666666666668
ANUTI-39219,Anutibara,CENTRO,900000,26,1,1,34615.38461538462
ANUTI-31546,Anutibara,CENTRO,1100000,60,2,1,18333.333333333332
ANUTI-39167,Anutibara,CENTRO,1000000,32,0,1,31250.0
ANUTI-39162,Anutibara,CENTRO,1800000,94,2,2,19148.936170212764
ANUTI-39157,Anutibara,CENTRO,2300000,60,2,1,38333.333333333336
ANUTI-35205,Anutibara,CENTRO,3300000,175,3,3,18857.14285714286
ANUTI-39113,Anutibara,CENTRO,7500000,320,0,5,23437.5
ANUTI-33267,Anutibara,CENTRO,2600000,120,3,3,21666.666666666668
ANUTI-11137,Anutibara,CENTRO,900000,25,1,1,36000.0
ANUTI-38776,Anutibara,CENTRO,2700000,125,4,2,21600.0
ANUTI-38654,Anutibara,CENTRO,550000,25,0,1,22000.0
ANUTI-38626,Anutibara,CENTRO,2000000,60,2,1,33333.333333333336
ANUTI-38567,Anutibara,CENTRO,1000000,50,1,1,20000.0
ANUTI-38544,Anutibara,CENTRO,10500000,270,0,0,38888.88888888889
ANUTI-38410,Anutibara,CENTRO,3000000,90,3,1,33333.333333333336
ANUTI-38409,Anutibara,CENTRO,2000000,80,3,1,25000.0
ANUTI-38114,Anutibara,CENTRO,5000000,180,7,3,27777.777777777777
ANUTI-37555,Anutibara,CENTRO,1800000,35,1,1,51428.57142857143
ANUTI-35301,Anutibara,CENTRO,4000000,485,8,5,8247.422680412372
ANUTI-39374,Anutibara,CONQUISTADORES,2900000,80,3,2,36250.0
ANUTI-39185,Anutibara,CONQUISTADORES,1500000,30,1,2,50000.0
ANUTI-38887,Anutibara,CONQUISTADORES,6550000,224,5,3,29241.071428571428
ANUTI-37478,Anutibara,CONQUISTADORES,4500000,145,4,3,31034.48275862069
ANUTI-37020,Anutibara,CONQUISTADORES,3600000,170,3,3,21176.470588235294
ANUTI-28481,Anutibara,COPACABANA,1500000,90,4,3,16666.666666666668
ANUTI-39076,Anutibara,COPACABANA,1500000,57,2,2,26315.78947368421
ANUTI-37855,Anutibara,COPACABANA,1700000,180,2,1,9444.444444444445
ANUTI-15974,Anutibara,CRISTOBAL,1550000,70,3,1,22142.85714285714
ANUTI-39320,Anutibara,DOCE DE OCTUBRE,1000000,70,2,1,14285.714285714286
ANUTI-39216,Anutibara,DOCE DE OCTUBRE,1000000,0,2,1,
ANUTI-39270,Anutibara,ENCISO,1000000,60,1,1,16666.666666666668
ANUTI-35393,Anutibara,ENCISO,1200000,40,2,1,30000.0
ANUTI-39145,Anutibara,ENCISO,1600000,103,3,2,15533.980582524271
ANUTI-39144,Anutibara,ENCISO,1150000,49,2,1,23469.38775510204
ANUTI-37284,Anutibara,ENVIGADO,3500000,75,3,2,46666.666666666664
ANUTI-37845,Anutibara,ENVIGADO,3600000,96,3,2,37500.0
ANUTI-35972,Anutibara,ENVIGADO,11000000,256,2,5,42968.75
ANUTI-39007,Anutibara,ENVIGADO,8500000,216,3,4,39351.851851851854
ANUTI-38687,Anutibara,ENVIGADO,1700000,20,0,1,85000.0
ANUTI-38277,Anutibara,ENVIGADO,4680000,80,3,2,58500.0
ANUTI-38213,Anutibara,ENVIGADO,6800000,138,3,3,49275.362318840576
ANUTI-37909,Anutibara,ENVIGADO,12000000,0,3,3,
ANUTI-36951,Anutibara,ENVIGADO,5000000,81,2,2,61728.39506172839
ANUTI-36281,Anutibara,ENVIGADO,10500000,240,5,5,43750.0
ANUTI-39387,Anutibara,ESTADIO,500000000,0,0,0,
ANUTI-20084,Anutibara,ESTADIO,1350000,40,1,1,33750.0
ANUTI-39065,Anutibara,ESTADIO,5800000,140,4,4,41428.57142857143
ANUTI-38851,Anutibara,ESTADIO,3100000,125,4,2,24800.0
ANUTI-38293,Anutibara,ESTADIO,4500000,147,4,4,30612.244897959183
ANUTI-37632,Anutibara,ESTADIO,6500000,200,4,3,32500.0
ANUTI-20147,Anutibara,FLORENCIA,1300000,49,2,1,26530.61224489796
ANUTI-29722,Anutibara,FLORESTA,3800000,136,4,2,27941.176470588234
ANUTI-39377,Anutibara,FLORESTA,2600000,50,2,2,52000.0
ANUTI-39342,Anutibara,FLORESTA,3980000,240,3,3,16583.333333333332
ANUTI-39235,Anutibara,FLORESTA,2500000,100,4,2,25000.0
ANUTI-39404,Anutibara,FLORIDA NUEVA,2600000,84,2,2,30952.380952380954
ANUTI-39309,Anutibara,FLORIDA NUEVA,3200000,100,2,2,32000.0
ANUTI-39283,Anutibara,FLORIDA NUEVA,4300000,160,0,4,26875.0
ANUTI-39131,Anutibara,FLORIDA NUEVA,6500000,145,5,3,44827.58620689655
ANUTI-38908,Anutibara,FLORIDA NUEVA,5000000,190,7,3,26315.78947368421
ANUTI-36828,Anutibara,FLORIDA NUEVA,8000000,230,4,3,34782.608695652176
ANUTI-37942,Anutibara,GIRARDOT,1650000,90,4,2,18333.333333333332
ANUTI-39393,Anutibara,GUARNE,1300000,120,3,1,10833.333333333334
ANUTI-38881,Anutibara,GUARNE,5600000,140,3,2,40000.0
ANUTI-37218,Anutibara,GUARNE,3000000,130,3,2,23076.923076923078
ANUTI-36719,Anutibara,GUARNE,2110000,165,2,1,12787.878787878788
ANUTI-36718,Anutibara,GUARNE,1880000,150,3,1,12533.333333333334
ANUTI-36717,Anutibara,GUARNE,1250000,35,0,1,35714.28571428572
ANUTI-39310,Anutibara,GUAYABAL,2650000,125,3,3,21200.0
ANUTI-39133,Anutibara,GUAYABAL,1800000,0,3,2,
ANUTI-38586,Anutibara,GUAYABAL,3800000,72,2,2,52777.77777777778
ANUTI-12064,Anutibara,ITAGUI,1250000,45,2,1,27777.777777777777
ANUTI-39316,Anutibara,ITAGUI,2300000,100,3,1,23000.0
ANUTI-37959,Anutibara,ITAGUI,3700000,72,2,2,51388.88888888889
ANUTI-36721,Anutibara,ITAGUI,2300000,83,3,2,27710.843373493975
ANUTI-38231,Anutibara,LA ESTRELLA,1800000,50,2,2,36000.0
ANUTI-35084,Anutibara,LA ESTRELLA,1850000,60,2,2,30833.333333333332
ANUTI-24636,Anutibara,LA MILAGROSA,1200000,50,2,1,24000.0
ANUTI-12343,Anutibara,LA MILAGROSA,700000,6,0,1,116666.66666666667
ANUTI-39422,Anutibara,LAS PALMAS,1300000,89,2,1,14606.741573033707
ANUTI-38804,Anutibara,LAS PALMAS,1600000,80,2,1,20000.0
ANUTI-39313,Anutibara,LAURELES,4000000,115,4,3,34782.608695652176
ANUTI-39178,Anutibara,LAURELES,2450000,64,2,2,38281.25
ANUTI-38487,Anutibara,LAURELES,5500000,120,3,4,45833.333333333336
ANUTI-37378,Anutibara,LAURELES,6000000,95,3,4,63157.89473684211
ANUTI-36958,Anutibara,LAURELES,6800000,130,2,2,52307.692307692305
ANUTI-36594,Anutibara,LAURELES,1000000,11,0,1,90909.09090909091
ANUTI-25420,Anutibara,LOS COLORES,2500000,60,2,2,41666.666666666664
ANUTI-38716,Anutibara,LOS COLORES,4000000,153,4,2,26143.7908496732
ANUTI-37029,Anutibara,LOS COLORES,4400000,106,3,3,41509.43396226415
ANUTI-35830,Anutibara,MANRIQUE,1100000,60,2,1,18333.333333333332
ANUTI-28680,Anutibara,MANRIQUE,1700000,80,3,1,21250.0
ANUTI-35821,Anutibara,MANRIQUE,900000,65,2,1,13846.153846153846
ANUTI-39278,Anutibara,MANRIQUE,1590000,80,4,2,19875.0
ANUTI-29538,Anutibara,MANRIQUE,1050000,40,1,1,26250.0
ANUTI-18757,Anutibara,MANRIQUE,800000,65,2,1,12307.692307692309
ANUTI-28442,Anutibara,MANRIQUE,850000,36,1,1,23611.11111111111
ANUTI-31423,Anutibara,MANRIQUE,700000,35,2,1,20000.0
ANUTI-38760,Anutibara,MORAVIA,650000,30,0,1,21666.666666666668
ANUTI-39333,Anutibara,NIQUIA,1750000,54,3,2,32407.40740740741
ANUTI-39421,Anutibara,NIQUIA,1600000,50,2,1,32000.0
ANUTI-39357,Anutibara,NIQUIA,1400000,48,3,2,29166.666666666668
ANUTI-26201,Anutibara,NIQUIA,1500000,50,3,2,30000.0
ANUTI-39226,Anutibara,NIQUIA,4000000,230,6,2,17391.304347826088
ANUTI-39121,Anutibara,PALMITAS,2500000,45,0,0,55555.555555555555
ANUTI-39098,Anutibara,PALMITAS,3500000,130,4,2,26923.076923076922
ANUTI-20590,Anutibara,PEDREGAL,1200000,58,2,1,20689.655172413793
ANUTI-33808,Anutibara,PEDREGAL,1400000,85,3,1,16470.58823529412
ANUTI-11546,Anutibara,PEDREGAL,1780000,85,3,2,20941.176470588234
ANUTI-32124,Anutibara,PLAYON DE LOS COMUNEROS,700000,40,2,1,17500.0
ANUTI-39408,Anutibara,POBLADO,5500000,101,3,2,54455.44554455446
ANUTI-39350,Anutibara,POBLADO,4980000,0,3,4,
ANUTI-39347,Anutibara,POBLADO,10500000,220,4,5,47727.27272727273
ANUTI-39339,Anutibara,POBLADO,4700000,121,3,4,38842.97520661157
ANUTI-39327,Anutibara,POBLADO,5200000,101,2,3,51485.148514851484
ANUTI-39326,Anutibara,POBLADO,6000000,0,3,3,
ANUTI-39305,Anutibara,POBLADO,6200000,74,2,2,83783.78378378379
ANUTI-39224,Anutibara,POBLADO,9800000,330,3,3,29696.969696969696
ANUTI-39155,Anutibara,POBLADO,4400000,90,2,2,48888.88888888889
ANUTI-20882,Anutibara,POBLADO,7200000,120,2,1,60000.0
ANUTI-25749,Anutibara,POBLADO,7500000,120,3,2,62500.0
ANUTI-34799,Anutibara,POBLADO,4800000,125,3,4,38400.0
ANUTI-39103,Anutibara,POBLADO,5000000,96,3,4,52083.333333333336
ANUTI-39020,Anutibara,POBLADO,4400000,79,2,3,55696.20253164557
ANUTI-38982,Anutibara,POBLADO,3200000,41,1,1,78048.78048780488
ANUTI-38975,Anutibara,POBLADO,8000000,205,3,3,39024.39024390244
ANUTI-38870,Anutibara,POBLADO,4300000,65,3,2,66153.84615384616
ANUTI-38765,Anutibara,POBLADO,5500000,291,4,2,18900.343642611682
ANUTI-38707,Anutibara,POBLADO,4500000,103,3,2,43689.320388349515
ANUTI-38640,Anutibara,POBLADO,7400000,0,3,3,
ANUTI-38306,Anutibara,POBLADO,4200000,102,2,2,41176.470588235294
ANUTI-38275,Anutibara,POBLADO,4000000,64,2,2,62500.0
ANUTI-38180,Anutibara,POBLADO,5600000,96,2,2,58333.333333333336
ANUTI-38037,Anutibara,POBLADO,7000000,0,2,2,
ANUTI-37759,Anutibara,POBLADO,6200000,115,3,4,53913.04347826087
ANUTI-37733,Anutibara,POBLADO,3900000,108,2,3,36111.11111111111
ANUTI-37684,Anutibara,POBLADO,12000000,335,3,5,35820.89552238806
ANUTI-37302,Anutibara,POBLADO,9000000,111,3,3,81081.08108108108
ANUTI-37113,Anutibara,POBLADO,4600000,100,3,2,46000.0
ANUTI-39417,Anutibara,PRADO,2400000,120,3,2,20000.0
ANUTI-17305,Anutibara,PRADO,850000,45,1,1,18888.88888888889
ANUTI-39371,Anutibara,PRADO,1200000,120,3,1,10000.0
ANUTI-19165,Anutibara,PRADO,1400000,60,2,1,23333.333333333332
ANUTI-39363,Anutibara,PRADO,1600000,70,3,2,22857.14285714286
ANUTI-14806,Anutibara,PRADO,1650000,55,2,2,30000.0
ANUTI-38594,Anutibara,PRADO,6900000,370,5,5,18648.64864864865
ANUTI-22759,Anutibara,PRADO,2600000,270,5,3,9629.62962962963
ANUTI-33840,Anutibara,PRADO,1000000,20,1,1,50000.0
ANUTI-35359,Anutibara,PRADO,5850000,160,5,3,36562.5
ANUTI-38062,Anutibara,PRADO,1800000,130,5,3,13846.153846153846
ANUTI-37854,Anutibara,PRADO,5000000,231,8,8,21645.021645021647
ANUTI-37361,Anutibara,PRADO,5500000,300,6,3,18333.333333333332
ANUTI-35916,Anutibara,PRADO,3000000,132,6,2,22727.272727272728
ANUTI-21784,Anutibara,PRADO,3000000,100,0,1,30000.0
ANUTI-34443,Anutibara,PRADO,7000000,480,6,2,14583.333333333334
ANUTI-31147,Anutibara,PRADO,15000000,330,13,12,45454.545454545456
ANUTI-39388,Anutibara,RIONEGRO,1800000,49,2,2,36734.69387755102
ANUTI-38949,Anutibara,RIONEGRO,1600000,66,2,2,24242.424242424244
ANUTI-37089,Anutibara,RIONEGRO,4500000,200,5,4,22500.0
ANUTI-37088,Anutibara,RIONEGRO,8000000,400,7,8,20000.0
ANUTI-39426,Anutibara,ROBLEDO,1180000,48,2,1,24583.333333333332
ANUTI-39424,Anutibara,ROBLEDO,1500000,52,3,1,28846.153846153848
ANUTI-39415,Anutibara,ROBLEDO,980000,48,2,1,20416.666666666668
ANUTI-14696,Anutibara,ROBLEDO,920000,48,2,1,19166.666666666668
ANUTI-37952,Anutibara,ROBLEDO,1600000,49,3,1,32653.061224489797
ANUTI-39403,Anutibara,ROBLEDO,2500000,80,3,2,31250.0
ANUTI-34051,Anutibara,ROBLEDO,1300000,88,2,2,14772.727272727272
ANUTI-34110,Anutibara,ROBLEDO,1000000,50,2,1,20000.0
ANUTI-39383,Anutibara,ROBLEDO,2300000,58,3,2,39655.1724137931
ANUTI-39378,Anutibara,ROBLEDO,1200000,0,2,1,
ANUTI-24095,Anutibara,ROBLEDO,1700000,90,4,2,18888.88888888889
ANUTI-39367,Anutibara,ROBLEDO,1150000,30,1,1,38333.333333333336
ANUTI-37243,Anutibara,ROBLEDO,1200000,40,3,1,30000.0
ANUTI-39343,Anutibara,ROBLEDO,2200000,68,3,2,32352.941176470587
ANUTI-19133,Anutibara,ROBLEDO,1150000,65,2,1,17692.30769230769
ANUTI-25814,Anutibara,ROBLEDO,2000000,65,3,2,30769.23076923077
ANUTI-36160,Anutibara,ROBLEDO,950000,43,3,1,22093.023255813954
ANUTI-22399,Anutibara,ROBLEDO,700000,30,1,1,23333.333333333332
ANUTI-35765,Anutibara,ROBLEDO,980000,47,3,1,20851.063829787236
ANUTI-37953,Anutibara,ROBLEDO,1000000,48,3,1,20833.333333333332
ANUTI-38145,Anutibara,ROBLEDO,1800000,45,2,1,40000.0
ANUTI-37556,Anutibara,ROBLEDO,8000000,275,5,5,29090.909090909092
ANUTI-36499,Anutibara,ROBLEDO,890000,48,2,1,18541.666666666668
ANUTI-36413,Anutibara,ROBLEDO,2500000,160,6,3,15625.0
ANUTI-13497,Anutibara,ROBLEDO,300000,20,0,1,15000.0
ANUTI-30907,Anutibara,ROBLEDO,350000,50,1,1,7000.0
ANUTI-39382,Anutibara,SABANETA,2300000,58,3,2,39655.1724137931
ANUTI-17281,Anutibara,SABANETA,1700000,65,3,2,26153.846153846152
ANUTI-39307,Anutibara,SABANETA,4000000,80,3,2,50000.0
ANUTI-39187,Anutibara,SABANETA,2580000,70,3,2,36857.142857142855
ANUTI-38556,Anutibara,SABANETA,2500000,50,2,2,50000.0
ANUTI-38443,Anutibara,SABANETA,2500000,58,2,2,43103.44827586207
ANUTI-38066,Anutibara,SABANETA,3300000,0,3,2,
ANUTI-38891,Anutibara,SALVADOR,1100000,40,0,1,27500.0
ANUTI-38970,Anutibara,SALVADOR,850000,45,2,1,18888.88888888889
ANUTI-39116,Anutibara,SAN ANTONIO DE PRADO,1180000,40,1,1,29500.0
ANUTI-29016,Anutibara,SAN ANTONIO DE PRADO,6000000,5600,10,5,1071.4285714285713
ANUTI-37887,Anutibara,SAN DIEGO,4000000,81,3,2,49382.71604938272
ANUTI-39241,Anutibara,SAN JAVIER,1500000,50,1,1,30000.0
ANUTI-37524,Anutibara,SAN JAVIER,1400000,45,2,2,31111.11111111111
ANUTI-36293,Anutibara,SAN JAVIER,480000,25,0,1,19200.0
ANUTI-39402,Anutibara,SAN JOAQUIN,1500000,40,1,1,37500.0
ANUTI-39193,Anutibara,SAN JOAQUIN,2700000,94,3,2,28723.40425531915
ANUTI-38248,Anutibara,SAN JOAQUIN,4000000,161,0,2,24844.72049689441
ANUTI-36582,Anutibara,SAN PABLO,2300000,60,3,1,38333.333333333336
ANUTI-38768,Anutibara,SAN PABLO,4800000,160,4,3,30000.0
ANUTI-39285,Anutibara,SANTA FE,2600000,150,4,3,17333.333333333332
ANUTI-39264,Anutibara,SANTA FE,1700000,95,3,2,17894.736842105263
ANUTI-37794,Anutibara,SANTA FE,3000000,120,2,1,25000.0
ANUTI-37866,Anutibara,SEVILLA,1100000,50,2,2,22000.0
ANUTI-24899,Anutibara,SIMON BOLIVAR,4100000,120,4,3,34166.666666666664
ANUTI-39232,Anutibara,SUCRE,1800000,72,2,1,25000.0
ANUTI-39019,Anutibara,SURAMERICANA,3500000,120,3,2,29166.666666666668
ANUTI-39277,Anutibara,VELODROMO,2650000,68,2,2,38970.58823529412
ANUTI-39234,Anutibara,VELODROMO,3800000,89,3,2,42696.629213483146
ANUTI-39061,Anutibara,VILLA HERMOSA,1700000,85,3,2,20000.0
ANUTI-39420,Anutibara,VILLA HERMOSA,1300000,80,2,1,16250.0
ANUTI-35519,Anutibara,VILLA HERMOSA,1300000,40,2,1,32500.0
ANUTI-28368,Anutibara,VILLA HERMOSA,1300000,51,2,1,25490.196078431374
ANUTI-39359,Anutibara,VILLA HERMOSA,2200000,102,3,2,21568.62745098039
ANUTI-14768,Anutibara,VILLA HERMOSA,1100000,50,3,1,22000.0
ANUTI-39358,Anutibara,VILLA HERMOSA,7000000,450,11,4,15555.555555555555
ANUTI-19497,Anutibara,VILLA HERMOSA,1250000,35,0,1,35714.28571428572
ANUTI-14310,Anutibara,VILLA HERMOSA,2600000,170,5,3,15294.117647058823
