id_inmueble,fuente,barrio,precio_cop,area_m2,habitaciones,banos,precio_x_m2
SF-A58250,Santa Fe,Belen,4500000,80,3,0,56250.0
SF-A58293,Santa Fe,Sabaneta,2200000,60,2,0,36666.666666666664
SF-A58397,Santa Fe,Poblado,6600000,90,3,0,73333.33333333333
SF-A58526,Santa Fe,Laureles,6500000,76,3,0,85526.31578947368
SF-A58589,Santa Fe,Laureles,6500000,155,4,0,41935.48387096774
SF-A58837,Santa Fe,Poblado,13500000,230,4,0,58695.65217391304
SF-A58899,Santa Fe,Robledo,1200000,55,2,0,21818.18181818182
SF-A58920,Santa Fe,Poblado,6200000,96,2,0,64583.333333333336
SF-A59004,Santa Fe,Laureles,3000000,70,3,0,42857.142857142855
SF-A59230,Santa Fe,Poblado,13500000,230,4,0,58695.65217391304
SF-A59275,Santa Fe,Laureles,8000000,220,4,0,36363.63636363636
SF-A59292,Santa Fe,Calasanz,2600000,45,2,0,57777.77777777778
SF-A59294,Santa Fe,Boston,2500000,55,3,0,45454.545454545456
SF-A59318,Santa Fe,Envigado,2700000,77,3,0,35064.93506493507
SF-A59424,Santa Fe,Envigado,5500000,73,3,0,75342.46575342465
SF-A59426,Santa Fe,Poblado,7000000,124,4,0,56451.6129032258
SF-A59574,Santa Fe,Poblado,4800000,85,3,0,56470.58823529412
SF-A59853,Santa Fe,Centro,2200000,95,3,0,23157.894736842107
SF-A59892,Santa Fe,Santa Fe de Antioquia,3450000,75,2,0,46000.0
SF-A59977,Santa Fe,San Sebastian de Palmitas,1000000,75,0,0,13333.333333333334
SF-A60092,Santa Fe,San Diego Poblado,5000000,84,3,0,59523.80952380953
SF-A60134,Santa Fe,Poblado,8000000,218,4,0,36697.247706422015
SF-A60143,Santa Fe,Poblado,2100000,55,2,0,38181.818181818184
SF-A60292,Santa Fe,Santa Fe de Antioquia,2600000,76,2,0,34210.52631578947
SF-A60539,Santa Fe,Poblado,4300000,100,3,0,43000.0
SF-A60597,Santa Fe,Envigado,4400000,95,3,0,46315.78947368421
SF-A60727,Santa Fe,Calasanz,2000000,40,2,0,50000.0
SF-A60775,Santa Fe,Bello,1250000,60,2,0,20833.333333333332
SF-A60778,Santa Fe,Bello,1600000,117,3,0,13675.213675213676
SF-A60799,Santa Fe,Envigado,26000000,300,7,0,86666.66666666667
SF-A60844,Santa Fe,Poblado,4500000,81,3,0,55555.555555555555
SF-A61086,Santa Fe,Poblado,6000000,64,2,0,93750.0
SF-A61095,Santa Fe,Centro,1700000,50,2,0,34000.0
SF-A61140,Santa Fe,Belen,4000000,170,3,0,23529.41176470588
SF-A61222,Santa Fe,Barrio Cristobal,4000000,162,3,0,24691.35802469136
SF-A61261,Santa Fe,Belen,1800000,27,0,0,66666.66666666667
SF-A61266,Santa Fe,Rionegro,3600000,90,3,0,40000.0
SF-A61321,Santa Fe,San Diego Poblado,2600000,57,2,0,45614.0350877193
SF-A61344,Santa Fe,Envigado,2800000,86,3,0,32558.13953488372
SF-A61388,Santa Fe,San Diego Poblado,3000000,67,3,0,44776.119402985074
SF-A61541,Santa Fe,Poblado,4000000,74,3,0,54054.05405405405
SF-A61556,Santa Fe,Poblado,4500000,103,2,0,43689.320388349515
SF-A61575,Santa Fe,Bello,1300000,65,3,0,20000.0
SF-A61612,Santa Fe,Buenos Aires,3000000,48,0,0,62500.0
SF-A61630,Santa Fe,Sevilla,2500000,43,2,0,58139.53488372093
SF-A61633,Santa Fe,Rionegro,2400000,60,2,0,40000.0
SF-A61672,Santa Fe,Barrio Trinidad,1700000,60,3,0,28333.333333333332
SF-A61739,Santa Fe,Sabaneta,3000000,67,3,0,44776.119402985074
SF-A61762,Santa Fe,Laureles,4200000,82,2,0,51219.51219512195
SF-A61856,Santa Fe,La Estrella,2700000,63,3,0,42857.142857142855
SF-A61871,Santa Fe,Conquistadores,4200000,212,5,0,19811.32075471698
SF-A61890,Santa Fe,Rionegro,6000000,200,5,0,30000.0
SF-A61912,Santa Fe,Campo Valdes,1400000,65,2,0,21538.46153846154
SF-A61948,Santa Fe,La America,2000000,50,2,0,40000.0
SF-A61965,Santa Fe,Laureles,3100000,81,2,0,38271.60493827161
SF-A61974,Santa Fe,Villa Hermosa,2900000,78,3,0,37179.48717948718
SF-A61989,Santa Fe,Robledo,3000000,85,3,0,35294.117647058825
SF-A62042,Santa Fe,Rionegro,3000000,60,2,0,50000.0
SF-A62059,Santa Fe,Itagui,1550000,50,3,0,31000.0
SF-A62075,Santa Fe,San Sebastian de Palmitas,900000,73,3,0,12328.767123287671
SF-A62121,Santa Fe,Conquistadores,5000000,90,2,0,55555.555555555555
SF-A62127,Santa Fe,Envigado,9500000,129,3,0,73643.41085271318
SF-A62128,Santa Fe,Envigado,12500000,180,4,0,69444.44444444444
SF-A62272,Santa Fe,Laureles,2000000,67,3,0,29850.746268656716
SF-A62274,Santa Fe,Los Colores,2900000,65,2,0,44615.38461538462
SF-A62275,Santa Fe,Los Colores,2900000,65,2,0,44615.38461538462
SF-A62276,Santa Fe,Los Colores,2900000,65,2,0,44615.38461538462
SF-A62277,Santa Fe,Los Colores,5000000,180,4,0,27777.777777777777
SF-A62287,Santa Fe,Robledo,3000000,55,2,0,54545.454545454544
SF-A62325,Santa Fe,Florida Nueva,3100000,123,4,0,25203.252032520326
SF-A62438,Santa Fe,Calasanz,1980000,54,2,0,36666.666666666664
SF-A62502,Santa Fe,Copacabana,450000,18,0,0,25000.0
SF-A62543,Santa Fe,Poblado,4200000,80,2,0,52500.0
SF-A62572,Santa Fe,Robledo,3000000,42,2,0,71428.57142857143
SF-A62573,Santa Fe,Robledo,3000000,42,2,0,71428.57142857143
SF-A62633,Santa Fe,Poblado,11000000,216,3,0,50925.92592592593
SF-A62683,Santa Fe,Prado,2950000,98,3,0,30102.04081632653
SF-A62717,Santa Fe,Belen,4000000,80,3,0,50000.0
SF-A62739,Santa Fe,Floresta,2200000,52,0,0,42307.692307692305
SF-A62843,Santa Fe,Poblado,4500000,150,4,0,30000.0
SF-A62894,Santa Fe,Calasanz,3200000,20,0,0,160000.0
SF-A62921,Santa Fe,Envigado,4200000,116,4,0,36206.89655172414
SF-A62933,Santa Fe,Laureles,4700000,140,4,0,33571.42857142857
SF-A63082,Santa Fe,Conquistadores,3500000,120,4,0,29166.666666666668
SF-A63087,Santa Fe,Envigado,3500000,65,2,0,53846.153846153844
SF-A63115,Santa Fe,San Joaquin,3500000,100,4,0,35000.0
SF-A63160,Santa Fe,Poblado,6000000,110,3,0,54545.454545454544
SF-A63163,Santa Fe,Belen,5000000,78,2,0,64102.5641025641
SF-A63168,Santa Fe,Sabaneta,3500000,59,2,0,59322.03389830508
SF-A63172,Santa Fe,Guatape,2200000,48,2,0,45833.333333333336
SF-A63173,Santa Fe,Guatape,2200000,48,2,0,45833.333333333336
SF-A63174,Santa Fe,Guatape,2200000,48,3,0,45833.333333333336
SF-A63207,Santa Fe,Sabaneta,3300000,62,3,0,53225.8064516129
SF-A63239,Santa Fe,La Estrella,4580000,52,2,0,88076.92307692308
SF-A63251,Santa Fe,Boston,2700000,70,2,0,38571.42857142857
SF-A63253,Santa Fe,Boston,2700000,80,2,0,33750.0
SF-A63259,Santa Fe,San Javier,450000,10,0,0,45000.0
SF-A63270,Santa Fe,Laureles,2700000,94,3,0,28723.40425531915
SF-A63271,Santa Fe,San Jeronimo,2300000,54,2,0,42592.59259259259
SF-A63342,Santa Fe,Poblado,4000000,90,3,0,44444.444444444445
SF-A63358,Santa Fe,Poblado,9800000,240,5,0,40833.333333333336
SF-A63468,Santa Fe,Poblado,12800000,159,4,0,80503.14465408806
SF-A63476,Santa Fe,Sabaneta,5600000,70,3,0,80000.0
SF-A63478,Santa Fe,Poblado,6000000,120,3,0,50000.0
SF-A63504,Santa Fe,San Diego Poblado,3500000,89,3,0,39325.84269662921
SF-A63507,Santa Fe,Bello,2500000,135,3,0,18518.51851851852
SF-A63510,Santa Fe,Poblado,7800000,158,3,0,49367.08860759494
SF-A63520,Santa Fe,Robledo,6800000,180,4,0,37777.77777777778
SF-A63575,Santa Fe,Poblado,4500000,76,2,0,59210.52631578947
SF-A63585,Santa Fe,Poblado,7500000,100,3,0,75000.0
SF-A63600,Santa Fe,Poblado,14500000,405,5,0,35802.46913580247
SF-A63612,Santa Fe,Poblado,5700000,135,4,0,42222.22222222222
SF-A63614,Santa Fe,Laureles,3500000,150,5,0,23333.333333333332
SF-A63615,Santa Fe,Laureles,3500000,150,4,0,23333.333333333332
SF-A63619,Santa Fe,Florida Nueva,3200000,110,4,0,29090.909090909092
SF-A63625,Santa Fe,San Sebastian de Palmitas,2500000,45,2,0,55555.555555555555
SF-A63640,Santa Fe,Envigado,4500000,155,4,0,29032.25806451613
SF-A63657,Santa Fe,Sabaneta,2800000,85,3,0,32941.17647058824
SF-A63658,Santa Fe,Envigado,3500000,100,4,0,35000.0
SF-A63659,Santa Fe,Santa Fe de Antioquia,3500000,169,3,0,20710.059171597633
SF-A63664,Santa Fe,Laureles,9000000,100,3,0,90000.0
SF-A63684,Santa Fe,Centro,2500000,55,2,0,45454.545454545456
SF-A63705,Santa Fe,Envigado,9000000,306,4,0,29411.764705882353
SF-A63718,Santa Fe,Envigado,4000000,74,2,0,54054.05405405405
SF-A63723,Santa Fe,Belen,1300000,15,0,0,86666.66666666667
SF-A63779,Santa Fe,Itagui,3000000,95,3,0,31578.947368421053
SF-A63788,Santa Fe,Sabaneta,3700000,73,2,0,50684.931506849316
SF-A63818,Santa Fe,Buenos Aires,1800000,30,0,0,60000.0
SF-A63821,Santa Fe,Caicedo,1150000,60,2,0,19166.666666666668
SF-A63831,Santa Fe,Laureles,5300000,70,2,0,75714.28571428571
SF-A63841,Santa Fe,Sabaneta,2700000,69,3,0,39130.434782608696
SF-A63842,Santa Fe,Poblado,7500000,116,3,0,64655.1724137931
SF-A63845,Santa Fe,Poblado,5000000,107,3,0,46728.97196261682
SF-A63856,Santa Fe,Belen,2200000,33,2,0,66666.66666666667
SF-A63857,Santa Fe,Belen,1400000,15,0,0,93333.33333333333
SF-A63882,Santa Fe,Sevilla,1800000,84,4,0,21428.571428571428
SF-A63900,Santa Fe,Envigado,5300000,135,3,0,39259.25925925926
SF-A63911,Santa Fe,San Joaquin,20000000,750,26,0,26666.666666666668
SF-A63923,Santa Fe,Enciso,1500000,36,0,0,41666.666666666664
SF-A63925,Santa Fe,Envigado,3600000,90,3,0,40000.0
SF-A63931,Santa Fe,Envigado,4200000,78,3,0,53846.153846153844
SF-A63939,Santa Fe,Envigado,2900000,63,2,0,46031.74603174603
SF-A63941,Santa Fe,Poblado,5000000,180,4,0,27777.777777777777
SF-A63943,Santa Fe,Calasanz,2500000,47,2,0,53191.48936170213
SF-A63944,Santa Fe,Florida Nueva,2500000,50,2,0,50000.0
SF-A63958,Santa Fe,Boston,2500000,90,3,0,27777.777777777777
SF-A63971,Santa Fe,Conquistadores,2900000,80,3,0,36250.0
SF-A63988,Santa Fe,Boston,800000,30,0,0,26666.666666666668
SF-A63993,Santa Fe,Belencito,1280000,27,0,0,47407.40740740741
SF-A63996,Santa Fe,Envigado,6700000,130,3,0,51538.46153846154
SF-A64013,Santa Fe,Sabaneta,3500000,70,3,0,50000.0
SF-A64017,Santa Fe,Sabaneta,3500000,80,2,0,43750.0
SF-A64023,Santa Fe,Cerca exito de Colombia,4430000,140,5,0,31642.85714285714
SF-A64041,Santa Fe,Belen,3300000,60,2,0,55000.0
SF-A64059,Santa Fe,Calasanz,1900000,37,2,0,51351.35135135135
SF-A64061,Santa Fe,Poblado,3500000,65,2,0,53846.153846153844
SF-A64062,Santa Fe,Envigado,4000000,100,3,0,40000.0
SF-A64078,Santa Fe,Castellana,5500000,184,5,0,29891.304347826088
SF-A64084,Santa Fe,Copacabana,1650000,66,2,0,25000.0
SF-A64095,Santa Fe,Robledo,1600000,60,2,0,26666.666666666668
SF-A64109,Santa Fe,Envigado,3400000,75,2,0,45333.333333333336
SF-A64125,Santa Fe,Envigado,3000000,84,3,0,35714.28571428572
SF-A64126,Santa Fe,Rionegro,2600000,61,3,0,42622.95081967213
SF-A64143,Santa Fe,Rionegro,3200000,400,3,0,8000.0
SF-A64152,Santa Fe,Poblado,6500000,84,2,0,77380.95238095238
SF-A64154,Santa Fe,Rionegro,3700000,108,3,0,34259.25925925926
SF-A64163,Santa Fe,Sabaneta,3800000,83,3,0,45783.132530120485
SF-A64166,Santa Fe,Manrique,770000,25,2,0,30800.0
SF-A64178,Santa Fe,Poblado,6000000,143,4,0,41958.041958041955
SF-A64194,Santa Fe,Florida Nueva,2500000,60,2,0,41666.666666666664
SF-A64197,Santa Fe,Envigado,3300000,73,3,0,45205.479452054795
SF-A64205,Santa Fe,Poblado,7000000,180,4,0,38888.88888888889
SF-A64207,Santa Fe,Laureles,5000000,260,5,0,19230.76923076923
SF-A64210,Santa Fe,Sabaneta,2700000,72,3,0,37500.0
SF-A64216,Santa Fe,Florida Nueva,2500000,60,2,0,41666.666666666664
SF-A64224,Santa Fe,Las Palmas,3800000,64,2,0,59375.0
SF-A64226,Santa Fe,Los Colores,4200000,90,3,0,46666.666666666664
SF-A64240,Santa Fe,Sabaneta,3200000,71,3,0,45070.42253521127
SF-A64243,Santa Fe,Floresta,3800000,95,3,0,40000.0
SF-A64247,Santa Fe,Envigado,2600000,84,3,0,30952.380952380954
SF-A64248,Santa Fe,Conquistadores,3500000,90,3,0,38888.88888888889
SF-A64249,Santa Fe,Poblado,3500000,60,3,0,58333.333333333336
SF-A64264,Santa Fe,Poblado,6000000,107,3,0,56074.766355140186
SF-A64271,Santa Fe,Sabaneta,4500000,109,3,0,41284.40366972477
SF-A64274,Santa Fe,Rionegro,2700000,73,2,0,36986.30136986302
SF-A64275,Santa Fe,La Ceja,2300000,64,2,0,35937.5
SF-A64276,Santa Fe,Itagui,2900000,70,3,0,41428.57142857143
SF-A64289,Santa Fe,La America,2500000,113,3,0,22123.893805309734
SF-A64291,Santa Fe,Conquistadores,4400000,120,3,0,36666.666666666664
SF-A64302,Santa Fe,Guayabal,2400000,40,2,0,60000.0
SF-A64303,Santa Fe,La America,2600000,83,3,0,31325.301204819276
SF-A64304,Santa Fe,Poblado,7500000,250,2,0,30000.0
SF-A64306,Santa Fe,Santa Fe de Antioquia,4000000,76,2,0,52631.57894736842
SF-A64308,Santa Fe,Poblado,7000000,70,2,0,100000.0
SF-A64323,Santa Fe,Rionegro,1600000,60,2,0,26666.666666666668
SF-A64335,Santa Fe,Rionegro,1650000,57,3,0,28947.36842105263
SF-A64346,Santa Fe,Simon Bolivar,4000000,110,3,0,36363.63636363636
SF-A64349,Santa Fe,Envigado,4000000,90,3,0,44444.444444444445
SF-A64360,Santa Fe,Poblado,8000000,220,4,0,36363.63636363636
SF-A64361,Santa Fe,La Estrella,2500000,61,3,0,40983.60655737705
SF-A64362,Santa Fe,Calasanz,4500000,175,4,0,25714.285714285714
SF-A64364,Santa Fe,Itagui,4350000,73,2,0,59589.04109589041
SF-A64365,Santa Fe,Belen,3400000,82,2,0,41463.41463414634
SF-A64368,Santa Fe,San Joaquin,6000000,209,5,0,28708.133971291867
SF-A64374,Santa Fe,La America,2400000,80,3,0,30000.0
SF-A64383,Santa Fe,Bello,1650000,55,2,0,30000.0
SF-A64386,Santa Fe,Envigado,2800000,65,3,0,43076.92307692308
SF-A64390,Santa Fe,La America,4000000,103,3,0,38834.95145631068
SF-A64396,Santa Fe,Poblado,6500000,150,4,0,43333.333333333336
SF-A64402,Santa Fe,Envigado,5500000,200,3,0,27500.0
SF-A64403,Santa Fe,Barrio Cristobal,2000000,50,2,0,40000.0
SF-A64405,Santa Fe,Sabaneta,2950000,70,2,0,42142.857142857145
SF-A64411,Santa Fe,Itagui,2800000,74,3,0,37837.83783783784
SF-A64414,Santa Fe,Rionegro,3200000,98,2,0,32653.061224489797
SF-A64416,Santa Fe,El Carmen,1250000,53,3,0,23584.905660377357
SF-A64419,Santa Fe,Rionegro,2900000,60,2,0,48333.333333333336
SF-A64420,Santa Fe,Rionegro,1600000,50,2,0,32000.0
SF-A64423,Santa Fe,Rionegro,1600000,54,3,0,29629.62962962963
SF-A64429,Santa Fe,El Santuario,1100000,59,3,0,18644.06779661017
SF-A64433,Santa Fe,La Ceja,1800000,47,2,0,38297.87234042553
SF-A64442,Santa Fe,San Javier,2000000,40,2,0,50000.0
SF-A64446,Santa Fe,Poblado,6000000,134,4,0,44776.119402985074
SF-A64467,Santa Fe,Conquistadores,3500000,30,0,0,116666.66666666667
SF-A64470,Santa Fe,Robledo,1500000,45,3,0,33333.333333333336
SF-A64475,Santa Fe,San Javier,2700000,68,2,0,39705.882352941175
SF-A64476,Santa Fe,San Javier,2400000,50,2,0,48000.0
SF-A64478,Santa Fe,Conquistadores,3800000,110,4,0,34545.454545454544
SF-A64479,Santa Fe,San Diego Poblado,4500000,52,2,0,86538.46153846153
SF-A64480,Santa Fe,Belen,2500000,194,4,0,12886.59793814433
SF-A64482,Santa Fe,Laureles,3000000,80,3,0,37500.0
SF-A64490,Santa Fe,Sabaneta,5000000,79,3,0,63291.13924050633
SF-A64493,Santa Fe,Centro,2900000,179,4,0,16201.117318435754
SF-A64496,Santa Fe,Bello,1700000,60,3,0,28333.333333333332
SF-A64497,Santa Fe,Robledo,1300000,45,2,0,28888.88888888889
SF-A64499,Santa Fe,San Javier,1800000,32,2,0,56250.0
SF-A64507,Santa Fe,Sabaneta,2800000,74,3,0,37837.83783783784
SF-A64515,Santa Fe,Rionegro,1650000,75,3,0,22000.0
SF-A64518,Santa Fe,Las Palmas,3800000,64,2,0,59375.0
SF-A64519,Santa Fe,Barrio Cordoba,3300000,76,3,0,43421.05263157895
SF-A64521,Santa Fe,Rionegro,1700000,60,2,0,28333.333333333332
SF-A64522,Santa Fe,La America,2600000,60,2,0,43333.333333333336
SF-A64528,Santa Fe,Poblado,3600000,64,3,0,56250.0
SF-A64530,Santa Fe,Poblado,3800000,68,2,0,55882.35294117647
