id_inmueble,fuente,barrio,precio_cop,area_m2,habitaciones,banos,precio_x_m2
SF-A64532,Santa Fe,Poblado,7000000,147,4,0,47619.04761904762
SF-A64535,Santa Fe,Barrio Cordoba,2000000,68,3,0,29411.764705882353
SF-A64541,Santa Fe,Los Colores,4000000,240,5,0,16666.666666666668
SF-A64543,Santa Fe,Cristo Rey,1900000,40,0,0,47500.0
SF-A64548,Santa Fe,Rionegro,3000000,84,2,0,35714.28571428572
SF-A64552,Santa Fe,Rionegro,2850000,77,3,0,37012.98701298701
SF-A64554,Santa Fe,Robledo,2300000,80,4,0,28750.0
SF-A64557,Santa Fe,Envigado,3300000,104,3,0,31730.76923076923
SF-A64559,Santa Fe,Aranjuez,1800000,70,3,0,25714.285714285714
SF-A64561,Santa Fe,Laureles,5800000,95,3,0,61052.63157894737
SF-A64562,Santa Fe,Robledo,1200000,45,3,0,26666.666666666668
SF-A64567,Santa Fe,Buenos Aires,2500000,145,4,0,17241.379310344826
SF-A64570,Santa Fe,Sabaneta,2300000,58,3,0,39655.1724137931
SF-A64571,Santa Fe,Sabaneta,2900000,69,3,0,42028.985507246376
SF-A64580,Santa Fe,Conquistadores,6300000,142,4,0,44366.19718309859
SF-A64591,Santa Fe,Llanogrande,7700000,110,2,0,70000.0
SF-A64603,Santa Fe,Envigado,2500000,100,3,0,25000.0
SF-A64604,Santa Fe,Bello,2200000,56,2,0,39285.71428571428
SF-A64606,Santa Fe,Poblado,10500000,180,3,0,58333.333333333336
SF-A64609,Santa Fe,Poblado,5250000,80,3,0,65625.0
SF-A64613,Santa Fe,Floresta,1500000,78,2,0,19230.76923076923
SF-A64618,Santa Fe,Envigado,3800000,90,3,0,42222.22222222222
SF-A64619,Santa Fe,Itagui,4500000,101,3,0,44554.455445544554
SF-A64628,Santa Fe,Centro,1500000,48,2,0,31250.0
SF-A64632,Santa Fe,Sabaneta,3000000,70,3,0,42857.142857142855
SF-A64634,Santa Fe,Centro,1000000,40,2,0,25000.0
SF-A64635,Santa Fe,Envigado,5600000,124,3,0,45161.290322580644
SF-A64636,Santa Fe,Sabaneta,3000000,68,3,0,44117.64705882353
SF-A64640,Santa Fe,Campo Valdes,1200000,42,2,0,28571.428571428572
SF-A64641,Santa Fe,Lopez de Mesa,1450000,80,2,0,18125.0
SF-A64651,Santa Fe,Envigado,1800000,65,3,0,27692.30769230769
SF-A64653,Santa Fe,Itagui,3520000,80,3,0,44000.0
SF-A64657,Santa Fe,Cerca exito de Colombia,3900000,124,4,0,31451.612903225807
SF-A64659,Santa Fe,Rionegro,2650000,65,3,0,40769.230769230766
SF-A64660,Santa Fe,Sabaneta,3000000,76,3,0,39473.68421052631
SF-A64665,Santa Fe,Itagui,3000000,67,3,0,44776.119402985074
SF-A64668,Santa Fe,Poblado,3500000,25,0,0,140000.0
SF-A64671,Santa Fe,Sabaneta,5000000,75,2,0,66666.66666666667
SF-A64673,Santa Fe,Envigado,2600000,67,2,0,38805.97014925373
SF-A64674,Santa Fe,Bello,2600000,72,3,0,36111.11111111111
SF-A64678,Santa Fe,Rionegro,2500000,80,2,0,31250.0
SF-A64680,Santa Fe,Santa Monica,2000000,60,2,0,33333.333333333336
SF-A64681,Santa Fe,Robledo,1300000,40,3,0,32500.0
SF-A64682,Santa Fe,Rionegro,1900000,78,2,0,24358.97435897436
SF-A64690,Santa Fe,Velodromo,8500000,288,8,0,29513.88888888889
SF-A64691,Santa Fe,Poblado,8500000,180,3,0,47222.22222222222
SF-A64694,Santa Fe,Rionegro,1800000,48,2,0,37500.0
SF-A64697,Santa Fe,Itagui,2900000,60,3,0,48333.333333333336
SF-A64698,Santa Fe,Rionegro,3500000,72,3,0,48611.11111111111
SF-A64700,Santa Fe,Campo Valdes,3000000,118,3,0,25423.728813559323
SF-A64702,Santa Fe,Boyaca las Brisas,2100000,57,2,0,36842.10526315789
SF-A64708,Santa Fe,Belen,3500000,73,3,0,47945.20547945205
SF-A64712,Santa Fe,Robledo,2000000,50,3,0,40000.0
SF-A64714,Santa Fe,Sabaneta,4300000,125,3,0,34400.0
SF-A64718,Santa Fe,La Estrella,2500000,60,2,0,41666.666666666664
SF-A64719,Santa Fe,Centro,2300000,63,3,0,36507.93650793651
SF-A64720,Santa Fe,Barrio Santa Fe,1600000,60,2,0,26666.666666666668
SF-A64722,Santa Fe,Santa Monica,2800000,95,3,0,29473.684210526317
SF-A64723,Santa Fe,Aranjuez,800000,37,2,0,21621.62162162162
SF-A64728,Santa Fe,Robledo,1100000,42,2,0,26190.47619047619
SF-A64730,Santa Fe,Itagui,2600000,63,2,0,41269.84126984127
SF-A64731,Santa Fe,Tricentenario,1800000,67,3,0,26865.671641791047
SF-A64733,Santa Fe,Sabaneta,2300000,65,3,0,35384.61538461538
SF-A64736,Santa Fe,Belen,3000000,70,3,0,42857.142857142855
SF-A64738,Santa Fe,Sabaneta,3000000,72,2,0,41666.666666666664
SF-A64739,Santa Fe,Sabaneta,3100000,72,2,0,43055.555555555555
SF-A64740,Santa Fe,Sabaneta,3100000,72,2,0,43055.555555555555
SF-A64744,Santa Fe,Sabaneta,3300000,72,2,0,45833.333333333336
SF-A64745,Santa Fe,Sabaneta,3500000,72,2,0,48611.11111111111
SF-A64750,Santa Fe,Sabaneta,3400000,78,2,0,43589.743589743586
SF-A64751,Santa Fe,Sabaneta,3400000,78,2,0,43589.743589743586
SF-A64752,Santa Fe,Sabaneta,3500000,78,2,0,44871.794871794875
SF-A64753,Santa Fe,Sabaneta,3600000,78,2,0,46153.846153846156
SF-A64754,Santa Fe,Sabaneta,3600000,78,2,0,46153.846153846156
SF-A64755,Santa Fe,Sabaneta,4100000,72,2,0,56944.444444444445
SF-A64764,Santa Fe,Campo Valdes,1250000,46,2,0,27173.91304347826
SF-A64767,Santa Fe,Itagui,2000000,54,2,0,37037.03703703704
SF-A64774,Santa Fe,Belen,2100000,49,3,0,42857.142857142855
SF-A64775,Santa Fe,San Cristobal,1100000,50,2,0,22000.0
SF-A64776,Santa Fe,Calasanz,2200000,64,3,0,34375.0
SF-A64777,Santa Fe,San Javier,2500000,87,4,0,28735.632183908045
SF-A64778,Santa Fe,Poblado,4700000,90,3,0,52222.22222222222
SF-A64779,Santa Fe,Florida Nueva,4700000,170,4,0,27647.058823529413
SF-A64783,Santa Fe,Manrique,1070000,47,2,0,22765.957446808512
SF-A7243,Santa Fe,Florida Nueva,2800000,80,3,0,35000.0
